"id"	"uri"	"siglaTipo"	"codTipo"	"numero"	"ano"	"ementa"	"ementa_simplificada"	"apreciacao"	"e_urgencia"	"e_projeto_resolução"
476779	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/476779"	"REQ"	392	6850	2010	"Requer urgência para apreciação do Projeto de Lei Complementar n.º 437, de 2008 que Altera a Lei Complementar n.º 116, de 31 de julho de 2003, que \"dispõe sobre o Imposto Sobre Serviços de Qualquer Natureza, de competência dos Municípios e do Distrito Federal, e dá outras providências."	"requer urgência para apreciação do projeto de lei complementar n. 437, de 2008 que altera a lei complementar n. 116, de 31 de julho de 2003, que \"dispõe sobre o imposto sobre serviços de qualquer natureza, de competência dos municípios e do distrito federal, e dá outras providências."	"projeto de lei complementar n. 437, de 2008"	TRUE	FALSE
477515	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/477515"	"REQ"	392	6900	2010	"Requer regime de urgência na apreciação do Projeto de Lei n° 7179, de 2010, que denomina o Aeroporto Internacional de Confins - Presidente Tancredo Neves, no Estado de Minas Gerais- \"Aeroporto Internacional Metropolitano de Belo Horizonte - Presidente Tancredo de Almeida Neves\"."	"requer regime de urgência na apreciação do projeto de lei n 7179, de 2010, que denomina o aeroporto internacional de confins - presidente tancredo neves, no estado de minas gerais- \"aeroporto internacional metropolitano de belo horizonte - presidente tancredo de almeida neves\"."	"projeto de lei n 7179, de 2010"	TRUE	FALSE
478001	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/478001"	"REQ"	392	6918	2010	"Requer urgência para a apreciação do Projeto de Lei nº 1.986, de 2003, que \"Proíbe a prática e a exploração do jogo de bingo, de caça-níqueis, do jogo do bicho e de outros jogos de azar\"."	"requer urgência para a apreciação do projeto de lei n 1.986, de 2003, que \"proíbe a prática e a exploração do jogo de bingo, de caça-níqueis, do jogo do bicho e de outros jogos de azar\"."	"projeto de lei n 1.986, de 2003"	TRUE	FALSE
478185	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/478185"	"REQ"	392	6926	2010	"Requer urgência para votação do PDC nº 2392, de 2010."	"requer urgência para votação do pdc n 2392, de 2010."	"pdc n 2392, de 2010"	TRUE	FALSE
481824	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/481824"	"REQ"	392	7120	2010	"Requer urgência para a apreciação do Projeto de Lei nº 7522/2010."	"requer urgência para a apreciação do projeto de lei n 7522/2010."	"projeto de lei n 7522/2010"	TRUE	FALSE
482603	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482603"	"REQ"	392	7166	2010	"Requer, nos termos do art. 155 do Regimento Interno, urgência para o Projeto de Lei do Senado Federal nº 7540/2010 que \"Altera o Plano de Carreira dos Servidores do Senado Federal\"."	"requer, nos termos do art. 155 do regimento interno, urgência para o projeto de lei do senado federal n 7540/2010 que \"altera o plano de carreira dos servidores do senado federal\"."	"projeto de lei do senado federal n 7540/2010"	TRUE	FALSE
482645	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482645"	"REQ"	392	7169	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5542, de 2009, que dispõe sobre a criação de Varas do Trabalho na jurisdição do Tribunal Regional do Trabalho da  Segunda Região, com sede em São Paulo - SP, e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5542, de 2009, que dispõe sobre a criação de varas do trabalho na jurisdição do tribunal regional do trabalho da segunda região, com sede em são paulo - sp, e dá outras providências."	"pl n 5542, de 2009"	TRUE	FALSE
482646	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482646"	"REQ"	392	7170	2010	"Requer a, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5548, de 2009, que dispõe sobre a criação de Varas do Trabalho na jurisdição do Tribunal Regional do Trabalho da 22ª Região e dá outras providências."	"requer a, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5548, de 2009, que dispõe sobre a criação de varas do trabalho na jurisdição do tribunal regional do trabalho da 22ª região e dá outras providências."	"pl n 5548, de 2009"	TRUE	FALSE
482647	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482647"	"REQ"	392	7171	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 4409, de 2008, que dispõe sobre a criação cargos de Juiz do trabalho e de Varas do Trabalho no Tribunal Regional do Trabalho da 7ª Região, Ceará, define jurisdições e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 4409, de 2008, que dispõe sobre a criação cargos de juiz do trabalho e de varas do trabalho no tribunal regional do trabalho da 7ª região, ceará, define jurisdições e dá outras providências."	"pl n 4409, de 2008"	TRUE	FALSE
482648	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482648"	"REQ"	392	7172	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5541, de 2009, que dispõe sobre a criação de Varas do Trabalho na jurisdição do Tribunal Regional do Trabalho da 16ª Região, Maranhão, e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5541, de 2009, que dispõe sobre a criação de varas do trabalho na jurisdição do tribunal regional do trabalho da 16ª região, maranhão, e dá outras providências."	"pl n 5541, de 2009"	TRUE	FALSE
482649	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482649"	"REQ"	392	7173	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5543, de 2009, que altera a composição do Tribunal Regional do Trabalho da Quarta Região e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5543, de 2009, que altera a composição do tribunal regional do trabalho da quarta região e dá outras providências."	"pl n 5543, de 2009"	TRUE	FALSE
482650	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482650"	"REQ"	392	7174	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5545, de 2009, que altera a composição do Tribunal Regional do Trabalho da Décima Terceira Região, Paraíba,  e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5545, de 2009, que altera a composição do tribunal regional do trabalho da décima terceira região, paraíba, e dá outras providências."	"pl n 5545, de 2009"	TRUE	FALSE
482651	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/482651"	"REQ"	392	7175	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 5549, de 2009, que dispõe sobre a criação de Varas do Trabalho na jurisdição do Tribunal Regional do Trabalho da 23ª Região e dá outras providências."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 5549, de 2009, que dispõe sobre a criação de varas do trabalho na jurisdição do tribunal regional do trabalho da 23ª região e dá outras providências."	"pl n 5549, de 2009"	TRUE	FALSE
483580	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/483580"	"REQ"	392	7245	2010	"Requer a inclusão, na Ordem do Dia do Projeto de Resolução nº 229/2010, que amplia o campo temático da Comissão de Desenvolvimento Urbano."	"requer a inclusão, na ordem do dia do projeto de resolução n 229/2010, que amplia o campo temático da comissão de desenvolvimento urbano."	"projeto de resolução n 229/2010"	FALSE	TRUE
485897	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/485897"	"REQ"	392	7415	2010	"Requeremos a Vossa Excelência, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 1.057, de 2007, que Dispõe sobre o combate a práticas tradicionais nocivas e à proteção dos direitos fundamentais de crianças indígenas, bem como pertencentes a outras sociedades ditas não tradicionais\" Projeto de Lei conhecido como \"Lei Muwaji\"."	"requeremos a vossa excelência, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 1.057, de 2007, que dispõe sobre o combate a práticas tradicionais nocivas e à proteção dos direitos fundamentais de crianças indígenas, bem como pertencentes a outras sociedades ditas não tradicionais\" projeto de lei conhecido como \"lei muwaji\"."	"pl n 1.057, de 2007"	TRUE	FALSE
486158	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/486158"	"REQ"	392	7427	2010	"Requer urgência para apreciação do Projeto de Lei nº. 7291, de 2006."	"requer urgência para apreciação do projeto de lei n. 7291, de 2006."	"projeto de lei n. 7291, de 2006"	TRUE	FALSE
486701	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/486701"	"REQ"	392	7447	2010	"Requer urgência para o PLP 591/10"	"requer urgência para o plp 591/10"	"plp 591/10"	TRUE	FALSE
486708	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/486708"	"REQ"	392	7448	2010	"Requer urgência para apreciação do PRC 210 de 2009."	"requer urgência para apreciação do prc 210 de 2009."	"prc 210 de 2009"	TRUE	FALSE
488165	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/488165"	"REQ"	392	7513	2010	"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PLP 352/2002."	"com base no art. 155 do regimento interno, requeremos regime de urgência para a apreciação do plp 352/2002."	"plp 352/2002"	TRUE	FALSE
488578	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/488578"	"REQ"	392	7535	2010	"Instui normas sobre jogos de bingo em todo Território Nacional e dá outras providências."	"instui normas sobre jogos de bingo em todo território nacional e dá outras providências."	"REQ"	FALSE	FALSE
488582	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/488582"	"REQ"	392	7537	2010	"Requer Urgência na apreciação do PL 1876/1999, de acordo com art. 155, do Regimento Interno da Câmara."	"requer urgência na apreciação do pl 1876/1999, de acordo com art. 155, do regimento interno da câmara."	"pl 1876/1999"	TRUE	FALSE
489010	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489010"	"REQ"	392	7546	2010	"Requerimento, para regime de urgência urgentíssima para tramitação do PL 2944-A, de 2004, que \"institui normas sobre jogos de bingo em todo o Território Nacional."	"requerimento, para regime de urgência urgentíssima para tramitação do pl 2944-a, de 2004, que \"institui normas sobre jogos de bingo em todo o território nacional."	"pl 2944"	TRUE	FALSE
489130	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489130"	"REQ"	392	7554	2010	"Requer, nos termos do Art. 155 do Regimento Interno, urgência para apreciação MSC 671/2010 - (Participação Brasileira na UNIFIL - Líbano)."	"requer, nos termos do art. 155 do regimento interno, urgência para apreciação msc 671/2010 - (participação brasileira na unifil - líbano)."	"msc 671/2010"	TRUE	FALSE
489589	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489589"	"REQ"	392	7564	2010	"Requeremos, nos termos do art. 155 do RICD, urgência para o Projeto de Resolução que \"Altera o art. 105 do RICD, aprovado pela Resolução nº 17, de 1989, para estabelecer novas regras acerca do arquivamento de proposições\"."	"requeremos, nos termos do art. 155 do ricd, urgência para o projeto de resolução que \"altera o art. 105 do ricd, aprovado pela resolução n 17, de 1989, para estabelecer novas regras acerca do arquivamento de proposições\"."	"REQ"	TRUE	TRUE
489636	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489636"	"REQ"	392	7570	2010	"Requer urgência para apreciação do Projeto de Lei nº. 6697  de 2009."	"requer urgência para apreciação do projeto de lei n. 6697 de 2009."	"projeto de lei n. 6697 de 2009"	TRUE	FALSE
489637	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489637"	"REQ"	392	7571	2010	"Requer urgência para apreciação do Projeto de Lei nº. 6613 de 2009."	"requer urgência para apreciação do projeto de lei n. 6613 de 2009."	"projeto de lei n. 6613 de 2009"	TRUE	FALSE
489682	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/489682"	"REQ"	392	7575	2010	"Requer regime de urgência urgentíssima para apreciação da proposição (PDC 3036/2010)"	"requer regime de urgência urgentíssima para apreciação da proposição (pdc 3036/2010)"	"pdc 3036/2010"	TRUE	FALSE
490056	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490056"	"REQ"	392	7585	2010	"Requeremos, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei (PL) nº 6.582, de 2009, que altera a Lei nº 8.112, de 11 de dezembro de 1990, para estabelecer o direito à nomeação nos concursos públicos."	"requeremos, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei (pl) n 6.582, de 2009, que altera a lei n 8.112, de 11 de dezembro de 1990, para estabelecer o direito à nomeação nos concursos públicos."	"REQ"	TRUE	FALSE
490216	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/490216"	"REQ"	392	7588	2010	"Requer urgência para apreciação do Projeto de Lei nº 7.749, de 2010."	"requer urgência para apreciação do projeto de lei n 7.749, de 2010."	"projeto de lei n 7.749, de 2010"	TRUE	FALSE
491779	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491779"	"REQ"	392	308	2011	"Requer Urgência na apreciação do PL 7.753 de 2010, inclusão na Ordem do Dia do Plenário da Câmara dos Deputados."	"requer urgência na apreciação do pl 7.753 de 2010, inclusão na ordem do dia do plenário da câmara dos deputados."	"pl 7.753 de 2010"	TRUE	FALSE
491961	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491961"	"REQ"	392	341	2011	"Requer urgência para apreciação do Projeto de Decreto Legislativo nº 860/2008."	"requer urgência para apreciação do projeto de decreto legislativo n 860/2008."	"projeto de decreto legislativo n 860/2008"	TRUE	FALSE
491962	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491962"	"REQ"	392	342	2011	"Requer urgência para apreciação do Projeto de Decreto Legislativo nº 1.669/2009."	"requer urgência para apreciação do projeto de decreto legislativo n 1.669/2009."	"projeto de decreto legislativo n 1.669/2009"	TRUE	FALSE
491963	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491963"	"REQ"	392	343	2011	"Requer urgência para apreciação do Projeto de Decreto Legislativo nº 2.600/2010."	"requer urgência para apreciação do projeto de decreto legislativo n 2.600/2010."	"projeto de decreto legislativo n 2.600/2010"	TRUE	FALSE
491974	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/491974"	"REQ"	392	349	2011	"Requerimento de , urgência para apreciação do PL 382/2011, de autoria do Executivo Federal, que  \"Dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário\"."	"requerimento de , urgência para apreciação do pl 382/2011, de autoria do executivo federal, que \"dispõe sobre o valor do salário mínimo em 2011, a sua política de valorização de longo prazo, e disciplina a representação fiscal para fins penais nos casos em que houve parcelamento do crédito tributário\"."	"pl 382/2011"	TRUE	FALSE
492045	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/492045"	"REQ"	392	377	2011	"Requer urgência para apreciação do Projeto de Resolução n° 16/ 2011."	"requer urgência para apreciação do projeto de resolução n 16/ 2011."	"projeto de resolução n 16/ 2011"	TRUE	TRUE
493992	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/493992"	"REQ"	392	636	2011	"Requeremos a Vossa Excelência, nos termos do ad. 155 do Regimento Interno da Câmara dos Deputados, urgência urgentíssima para apreciação do Projeto de Lei 583/2007."	"requeremos a vossa excelência, nos termos do ad. 155 do regimento interno da câmara dos deputados, urgência urgentíssima para apreciação do projeto de lei 583/2007."	"projeto de lei 583/2007"	TRUE	FALSE
495025	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/495025"	"REQ"	392	822	2011	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 459, de 2011, de autoria do dep. Jhonatan de Jesus, que Altera a Lei nº 11.977, de 7 de julho de 2009, tendo em vista assegurar percentual mínimo de unidades habitacionais adaptadas ao uso por pessoas com deficiência física, com mobilidade reduzida ou idosas."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 459, de 2011, de autoria do dep. jhonatan de jesus, que altera a lei n 11.977, de 7 de julho de 2009, tendo em vista assegurar percentual mínimo de unidades habitacionais adaptadas ao uso por pessoas com deficiência física, com mobilidade reduzida ou idosas."	"pl n 459, de 2011"	TRUE	FALSE
495623	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/495623"	"REQ"	392	885	2011	"Projeto de Lei nº 7824/2010, \"que altera as Leis nº 7.210,de 11 de julho de 1984 (Lei de Execução Penal), e nº 11.096, de 13 de janeiro de 2005, paradispor sobre a remição de parte do tempo de execução da pena por estudo e por trabalho \"."	"projeto de lei n 7824/2010, \"que altera as leis n 7.210,de 11 de julho de 1984 (lei de execução penal), e n 11.096, de 13 de janeiro de 2005, paradispor sobre a remição de parte do tempo de execução da pena por estudo e por trabalho \"."	"projeto de lei n 7824/2010"	FALSE	FALSE
495921	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/495921"	"REQ"	392	937	2011	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 4.567, de 2008, que \"Altera a Organização Judiciária do Distrito Federal e dos Territórios, estabelecida pela Lei nº 11.697, de 13 de junho de 2008.\""	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 4.567, de 2008, que \"altera a organização judiciária do distrito federal e dos territórios, estabelecida pela lei n 11.697, de 13 de junho de 2008.\""	"pl n 4.567, de 2008"	TRUE	FALSE
497151	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/497151"	"REQ"	392	1124	2011	"Requer urgência para a apreciação do Projeto de Lei nº 2295/00, que \"dispõe sobre a jornada de trabalho dos Enfermeiros, Técnicos e Auxiliares de Enfermagem\"."	"requer urgência para a apreciação do projeto de lei n 2295/00, que \"dispõe sobre a jornada de trabalho dos enfermeiros, técnicos e auxiliares de enfermagem\"."	"projeto de lei n 2295/00"	TRUE	FALSE
497188	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/497188"	"REQ"	392	1134	2011	"Requer Urgência para apreciação do Projeto de Lei nº 865, de 2011, que altera a Lei no 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria da Micro e Pequena Empresa, cria cargo de Ministro de Estado e cargos em comissão, e dá outras providências."	"requer urgência para apreciação do projeto de lei n 865, de 2011, que altera a lei no 10.683, de 28 de maio de 2003, que dispõe sobre a organização da presidência da república e dos ministérios, cria a secretaria da micro e pequena empresa, cria cargo de ministro de estado e cargos em comissão, e dá outras providências."	"projeto de lei n 865, de 2011"	TRUE	FALSE
