"id"	"uri"	"siglaTipo"	"codTipo"	"numero"	"ano"	"ementa"	"ementa_simplificada"	"apreciacao"	"e_urgencia"	"e_projeto_resolução"
465506	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465506"	"REQ"	392	6126	2010	"Requer regime de urgência para apreciação do PL 6697/2009, que altera a Lei n° 11.415, de 15 de dezembro de 2006, que dispõe sobre as Carreiras dos Servidores do Ministério Público da União, fixa os valores de sua remuneração e dá outras providências."	"requer regime de urgência para apreciação do pl 6697/2009, que altera a lei n 11.415, de 15 de dezembro de 2006, que dispõe sobre as carreiras dos servidores do ministério público da união, fixa os valores de sua remuneração e dá outras providências."	"pl 6697/2009"	TRUE	FALSE
465507	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465507"	"REQ"	392	6127	2010	"Requer urgência para apreciação do Projeto de Lei nº 6613, de 2009."	"requer urgência para apreciação do projeto de lei n 6613, de 2009."	"projeto de lei n 6613, de 2009"	TRUE	FALSE
465617	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465617"	"REQ"	392	6163	2010	"Requer, nos termos do art. 155 do RICD, urgência para a apreciação do PL 6.720/2010."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do pl 6.720/2010."	"pl 6.720/2010"	TRUE	FALSE
465687	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/465687"	"REQ"	392	6174	2010	"Requer urgência para apreciação do Projeto de Resolução nº 210/2009, que dá a denominação de \"Edifício Alvaro Valle\" ao Edifício do Anexo I da Câmara dos Deputados."	"requer urgência para apreciação do projeto de resolução n 210/2009, que dá a denominação de \"edifício alvaro valle\" ao edifício do anexo i da câmara dos deputados."	"projeto de resolução n 210/2009"	TRUE	TRUE
467514	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/467514"	"REQ"	392	6331	2010	"Requer, nos termos do Art. 155 do RICD, urgência para a apreciação do PLP 543/2009."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do plp 543/2009."	"plp 543/2009"	TRUE	FALSE
467589	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/467589"	"REQ"	392	6339	2010	"Requer urgência para apreciação do projeto de Lei nº 5909, de 2009."	"requer urgência para apreciação do projeto de lei n 5909, de 2009."	"projeto de lei n 5909, de 2009"	TRUE	FALSE
467603	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/467603"	"REQ"	392	6342	2010	"Requer, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do PL nº 6.737, de 2010, de autoria do Deputado Miro Teixeira, que institui o pleno controle de instituições públicas sobre a participação financeira de empresas em campanhas eleitorais, define o teto de despesas de candidatos e partidos e cria o Fundo de Investimento de Recursos Privados para Financiamento Eleitoral - FIFE."	"requer, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação do pl n 6.737, de 2010, de autoria do deputado miro teixeira, que institui o pleno controle de instituições públicas sobre a participação financeira de empresas em campanhas eleitorais, define o teto de despesas de candidatos e partidos e cria o fundo de investimento de recursos privados para financiamento eleitoral - fife."	"pl n 6.737, de 2010"	TRUE	FALSE
467929	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/467929"	"REQ"	392	6371	2010	"Requer, nos termos do art. 155 do RICD, urgência na apreciação do PL 6.653/2009"	"requer, nos termos do art. 155 do ricd, urgência na apreciação do pl 6.653/2009"	"pl 6.653/2009"	TRUE	FALSE
467941	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/467941"	"REQ"	392	6372	2010	"Requer urgência para a apreciação do Projeto de Lei nº 270, de 2003, que \"proíbe a exploração do jogo de bingo\"."	"requer urgência para a apreciação do projeto de lei n 270, de 2003, que \"proíbe a exploração do jogo de bingo\"."	"projeto de lei n 270, de 2003"	TRUE	FALSE
469489	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469489"	"REQ"	392	6447	2010	"Requer, nos termos do Art. 155 do RICD, urgência para apreciação do PL 265/2007."	"requer, nos termos do art. 155 do ricd, urgência para apreciação do pl 265/2007."	"pl 265/2007"	TRUE	FALSE
469490	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469490"	"REQ"	392	6448	2010	"Requer, nos termos do Art. 155 do RICD, urgência para a apreciação do PL 219/2003."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do pl 219/2003."	"pl 219/2003"	TRUE	FALSE
469492	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469492"	"REQ"	392	6449	2010	"Requer, nos termos do Art. 155 do RICD, urgência para a apreciação do PL 2.295/2000."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do pl 2.295/2000."	"pl 2.295/2000"	TRUE	FALSE
469493	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469493"	"REQ"	392	6450	2010	"Requer, nos termos do Art. 155 do RICD, urgência para a apreciação do PL 5.909/2009."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do pl 5.909/2009."	"pl 5.909/2009"	TRUE	FALSE
469494	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469494"	"REQ"	392	6451	2010	"Requer, nos termos do Art. 155 do RICD, urgência para a apreciação do PL 5.920/2009."	"requer, nos termos do art. 155 do ricd, urgência para a apreciação do pl 5.920/2009."	"pl 5.920/2009"	TRUE	FALSE
469773	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469773"	"REQ"	392	6467	2010	"Requer urgência para apreciação do Projeto de Decreto Legislativo nº 731/2000 que Convoca plebiscito sobre a criação do Estado do Tapajós."	"requer urgência para apreciação do projeto de decreto legislativo n 731/2000 que convoca plebiscito sobre a criação do estado do tapajós."	"projeto de decreto legislativo n 731/2000"	TRUE	FALSE
469774	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469774"	"REQ"	392	6468	2010	"Requer regime de urgência para apreciação do PDC nº 2.300, de 2009."	"requer regime de urgência para apreciação do pdc n 2.300, de 2009."	"pdc n 2.300, de 2009"	TRUE	FALSE
469956	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/469956"	"REQ"	392	6482	2010	"Requer urgência para a apreciação do PLP 374/2008."	"requer urgência para a apreciação do plp 374/2008."	"plp 374/2008"	TRUE	FALSE
470706	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/470706"	"REQ"	392	6518	2010	"Requer urgência para apreciação do Projeto de Lei Complementar nº. 277, de 2005."	"requer urgência para apreciação do projeto de lei complementar n. 277, de 2005."	"projeto de lei complementar n. 277, de 2005"	TRUE	FALSE
470840	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/470840"	"REQ"	392	6523	2010	"Requerem a inclusão automática na Ordem do Dia, para discussão e votação imediata, do PL 6.716 de 2009, com base no art. 155 do Regimento Interno da Câmara dos Deputados."	"requerem a inclusão automática na ordem do dia, para discussão e votação imediata, do pl 6.716 de 2009, com base no art. 155 do regimento interno da câmara dos deputados."	"pl 6.716 de 2009"	FALSE	FALSE
471208	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/471208"	"REQ"	392	6546	2010	"Requermos, nos termos regimentais urgência ao PL 1.481 de 2007."	"requermos, nos termos regimentais urgência ao pl 1.481 de 2007."	"pl 1.481 de 2007"	TRUE	FALSE
474542	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/474542"	"REQ"	392	6723	2010	"Requer urgência para apreciação do Projeto de Decreto Legislativo n.º 439, de 1994 que dispõe sobre a realização de plebiscito para a criação do Estado do Gurgueia."	"requer urgência para apreciação do projeto de decreto legislativo n. 439, de 1994 que dispõe sobre a realização de plebiscito para a criação do estado do gurgueia."	"projeto de decreto legislativo n. 439, de 1994"	TRUE	FALSE
474819	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/474819"	"REQ"	392	6725	2010	"Requer, nos termos do art. 155, seja incluído automaticamente na Ordem do Dia, o Projeto de Lei Complementar nº 168-A/93."	"requer, nos termos do art. 155, seja incluído automaticamente na ordem do dia, o projeto de lei complementar n 168-a/93."	"projeto de lei complementar n 168"	FALSE	FALSE
474916	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/474916"	"REQ"	392	6730	2010	"Requer, nos termos do artigo 155, do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei Complementar - PLP 555, de 2010."	"requer, nos termos do artigo 155, do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei complementar - plp 555, de 2010."	"plp 555, de 2010"	TRUE	FALSE
474917	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/474917"	"REQ"	392	6731	2010	"Requer, nos termos do artigo 155, do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei Complementar - PLP 554, de 2010."	"requer, nos termos do artigo 155, do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei complementar - plp 554, de 2010."	"plp 554, de 2010"	TRUE	FALSE
475370	"https://dadosabertos.camara.leg.br/api/v2/proposicoes/475370"	"REQ"	392	6752	2010	"Requer, nos termos do artigo 155 do Regimento Interno, regime de Urgência para apreciação da MSC n. 951/2009."	"requer, nos termos do artigo 155 do regimento interno, regime de urgência para apreciação da msc n. 951/2009."	"msc n. 951/2009"	TRUE	FALSE
