id	uri	siglaTipo	codTipo	numero	ano	ementa	ementa_simplificada	apreciacao	e_urgencia	e_projeto_resoluç�
1671859	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1671859	REQ	392	2727	2015	"Requer regime de urgência para a apreciação do Projeto de Lei n° 8.170, de 2014, que 'Concede anistia aos débitos decorrentes de multas cominadas pelo IBAMA aos Municípios por infrações administrativas ambientais ocorridas antes da vigência da Lei Complementar n° 140, de 8 de dezembro de 2011, nos termos que es""	requer regime de urgência para a apreciação do projeto de lei n 8.170, de 2014, que 'concede anistia aos débitos decorrentes de multas cominadas pelo ibama aos municípios por infrações administrativas ambientais ocorridas antes da vigência da lei complementar n 140, de 8 de dezembro de 2011, nos termos que espe"""""	projeto de lei n 8.170, de 2014	TRUE	FALSE	
2080942	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2080942	REQ	392	4250	2016	"Com base no art. 155 do Regimento Interno, requer regime de urgência para a apreciação do PRC nº 134/2016, que determina o recálculo da proporcionalidade partidária na Câmara dos Deputados na 55ª Legislatura, após as migrações partidárias ocorridas no período autorizado pela Emenda Constitucional nº 91, de 18 de fevereiro de 2016; acrescenta dispositivo ao Regimento Interno para disciplinar a votação dos suplentes no âmbito das Comissões da Câmara dos Deputados e dá ""	com base no art. 155 do regimento interno, requer regime de urgência para a apreciação do prc n 134/2016, que determina o recálculo da proporcionalidade partidária na câmara dos deputados na 55ª legislatura, após as migrações partidárias ocorridas no período autorizado pela emenda constitucional n 91, de 18 de fevereiro de 2016; acrescenta dispositivo ao regimento interno para disciplinar a votação dos suplentes no âmbito das comissões da câmara dos deputados e dá ou"""""	prc n 134/2016	TRUE	FALSE	
2231109	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2231109	REQ	392	3078	2019	"Requeremos a V.Exa, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei n. 5.738, de 2019, que 'altera a Lei n. 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para dispor sobre a utilização, pelos órgãos de segurança pública da União, dos Estados e do Distrito Federal, de veículos recolhidos e sem i""	requeremos a v.exa, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei n. 5.738, de 2019, que 'altera a lei n. 9.503, de 23 de setembro de 1997 (código de trânsito brasileiro), para dispor sobre a utilização, pelos órgãos de segurança pública da união, dos estados e do distrito federal, de veículos recolhidos e sem i"""""	projeto de lei n. 5.738, de 2019	TRUE	FALSE	
2248032	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2248032	REQ	392	665	2020	"Requer regime de urgência para apreciação do PL nº 820/2020, que -Proíbe, pelo período que determina, a suspensão na prestação de serviços públicos de energia elétrica, telefonia fixa e móvel, água e esgot""	requer regime de urgência para apreciação do pl n 820/2020, que -proíbe, pelo período que determina, a suspensão na prestação de serviços públicos de energia elétrica, telefonia fixa e móvel, água e esgoto"""""	pl n 820/2020	TRUE	FALSE	
2269909	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2269909	REQ	392	148	2021	"Requer regime de urgência para a apreciação do Projeto de Lei n. 1.615, de 2019, que Dispõe sobre a classificação da visão monocular como deficiência sensorial, do tipo visual, assegurando a pessoa com visão monocular os mesmos direitos e benefícios previstos na legislação para a pessoa com deficiência. Altera a Lei 13.146, de 6 de julho de 2015   Estatuto  da Pessoa com Deficiência , e dá outras""	requer regime de urgência para a apreciação do projeto de lei n. 1.615, de 2019, que dispõe sobre a classificação da visão monocular como deficiência sensorial, do tipo visual, assegurando a pessoa com visão monocular os mesmos direitos e benefícios previstos na legislação para a pessoa com deficiência. altera a lei 13.146, de 6 de julho de 2015 estatuto da pessoa com deficiência , e dá outras"""""	projeto de lei n. 1.615, de 2019	TRUE	FALSE	
2280495	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2280495	REQ	392	954	2021	"Requer urgência para o PL 182/2019, que “acrescenta o art. 2º-A à Lei nº 12.846, de 1º de agosto de 2013, para tornar obrigatória a comprovação de realização de programa de integridade aos participantes das contratações de grande vulto com a Administr""	requer urgência para o pl 182/2019, que “acrescenta o art. 2-a à lei n 12.846, de 1 de agosto de 2013, para tornar obrigatória a comprovação de realização de programa de integridade aos participantes das contratações de grande vulto com a administraç"""""	pl 182/2019	TRUE	FALSE	
2280496	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2280496	REQ	392	955	2021	"Requer urgência para o PLP 6/2019, que “altera o art. 1º da Lei Complementar nº 64, de 18 de maio de 1990, para aumentar para vinte anos o prazo de inelegibilidade dos condenados, em decisão transitada em julgado ou proferida por órgão judicial colegiado, por crime contra o patrimônio ""	requer urgência para o plp 6/2019, que “altera o art. 1 da lei complementar n 64, de 18 de maio de 1990, para aumentar para vinte anos o prazo de inelegibilidade dos condenados, em decisão transitada em julgado ou proferida por órgão judicial colegiado, por crime contra o patrimônio p�"""""	plp 6/2019	TRUE	FALSE	
2280497	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2280497	REQ	392	956	2021	"Requer urgência para o PL 448/2019, que “regulamenta limite máximo de comissão cobrada pelas empresas de transporte remunerado privado individ""	requer urgência para o pl 448/2019, que “regulamenta limite máximo de comissão cobrada pelas empresas de transporte remunerado privado individ"""""	pl 448/2019	TRUE	FALSE	
2280498	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2280498	REQ	392	957	2021	"Requer urgência para o PL 185/2019, que “torna imprescritíveis os crimes que resultem em prejuízo ao er�""	requer urgência para o pl 185/2019, que “torna imprescritíveis os crimes que resultem em prejuízo ao er�"""""	pl 185/2019	TRUE	FALSE	
2280741	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2280741	REQ	392	971	2021	"Requer urgência para o PL 1.605/2019, que institui o Estatuto da Pessoa com Câncer e dá outras providênci""	requer urgência para o pl 1.605/2019, que institui o estatuto da pessoa com câncer e dá outras providênci"""""	pl 1.605/2019	TRUE	FALSE	
2380156	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2380156	REQ	392	2586	2023	"Requer regime de urgência para a apreciação do Projeto de Lei nº 2.368, de 2021, que “Altera a Lei nº 9.394, de 20 de dezembro de 1996, para conferir, ao aluno em situação de vulnerabilidade, prioridade de matrícula em jornada de tempo integral, em todas as etapas da educação básica, na rede públi""	requer regime de urgência para a apreciação do projeto de lei n 2.368, de 2021, que “altera a lei n 9.394, de 20 de dezembro de 1996, para conferir, ao aluno em situação de vulnerabilidade, prioridade de matrícula em jornada de tempo integral, em todas as etapas da educação básica, na rede pública"""""	projeto de lei n 2.368, de 2021	TRUE	FALSE	
2411815	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2411815	REQ	392	4244	2023	"Requer regime de urgência para apreciação do PL 1269/2022, que “Altera a Lei nº 13.097, de 19 de janeiro de 2015, para garantir a eficácia dos negócios jurídicos relativos a imóveis em cuja matrícula inexista averbação, mediante decisão judicial, de qualquer tipo de constri""	requer regime de urgência para apreciação do pl 1269/2022, que “altera a lei n 13.097, de 19 de janeiro de 2015, para garantir a eficácia dos negócios jurídicos relativos a imóveis em cuja matrícula inexista averbação, mediante decisão judicial, de qualquer tipo de constri�"""""	pl 1269/2022	TRUE	FALSE	
488578	https://dadosabertos.camara.leg.br/api/v2/proposicoes/488578	REQ	392	7535	2010	Instui normas sobre jogos de bingo em todo Território Nacional e dá outras providênci	instui normas sobre jogos de bingo em todo território nacional e dá outras providênci	REQ	FALSE	FALSE
489589	https://dadosabertos.camara.leg.br/api/v2/proposicoes/489589	REQ	392	7564	2010	"Requeremos, nos termos do art. 155 do RICD, urgência para o Projeto de Resolução que \Altera o art. 105 do RICD, aprovado pela Resolução nº 17, de 1989, para estabelecer novas regras acerca do arquivamento de propos""."""	"requeremos, nos termos do art. 155 do ricd, urgência para o projeto de resolução que \altera o art. 105 do ricd, aprovado pela resolução n 17, de 1989, para estabelecer novas regras acerca do arquivamento de proposi""."""	REQ	TRUE	TRUE
490056	https://dadosabertos.camara.leg.br/api/v2/proposicoes/490056	REQ	392	7585	2010	Requeremos, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei (PL) nº 6.582, de 2009, que altera a Lei nº 8.112, de 11 de dezembro de 1990, para estabelecer o direito à nomeação nos concursos 	requeremos, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei (pl) n 6.582, de 2009, que altera a lei n 8.112, de 11 de dezembro de 1990, para estabelecer o direito à nomeação nos concursos p�	 projeto de lei (pl) n 6.582, de 2009	TRUE	FALSE
506803	https://dadosabertos.camara.leg.br/api/v2/proposicoes/506803	REQ	392	2058	2011	Requer a inclusão em pauta do Plano Nacional de Juventude	requer a inclusão em pauta do plano nacional de juventude	REQ	FALSE	FALSE
506804	https://dadosabertos.camara.leg.br/api/v2/proposicoes/506804	REQ	392	2059	2011	Requer a inclusão em pauta do Estatuto da Juventude	requer a inclusão em pauta do estatuto da juventude	REQ	FALSE	FALSE
542817	https://dadosabertos.camara.leg.br/api/v2/proposicoes/542817	REQ	392	5087	2012	Requer urgência nos termos do art. 155 do Regimento	requer urgência nos termos do art. 155 do regimento	REQ	TRUE	FALSE
544868	https://dadosabertos.camara.leg.br/api/v2/proposicoes/544868	REQ	392	5298	2012	Dispõe sobre a remuneração dos membros do Congresso Nacional durante a 54ª Legislat	dispõe sobre a remuneração dos membros do congresso nacional durante a 54ª legislat	REQ	FALSE	FALSE
562497	https://dadosabertos.camara.leg.br/api/v2/proposicoes/562497	REQ	392	6523	2012	Requer o regime de urgência na apreciação da PEC 555/20	requer o regime de urgência na apreciação da pec 555/20	pec 555/2006	TRUE	FALSE
577876	https://dadosabertos.camara.leg.br/api/v2/proposicoes/577876	REQ	392	7827	2013	Estabelece normas gerais de política urbana e de proteção à saúde e ao meio ambiente associadas à implantação e ao compartilhamento da infraestrutura de telecomun	estabelece normas gerais de política urbana e de proteção à saúde e ao meio ambiente associadas à implantação e ao compartilhamento da infraestrutura de telecomun	REQ	FALSE	FALSE
604093	https://dadosabertos.camara.leg.br/api/v2/proposicoes/604093	REQ	392	9228	2013	Requer regime de urgência para tramitação de proposi	requer regime de urgência para tramitação de proposi	proposicao sem mais	TRUE	FALSE
618377	https://dadosabertos.camara.leg.br/api/v2/proposicoes/618377	REQ	392	10414	2014	Dispõe sobre o registro, fiscalização e controle das Organizações Não-Governamentais e dá outras provi	dispõe sobre o registro, fiscalização e controle das organizações não-governamentais e dá outras provi	REQ	FALSE	FALSE
618787	https://dadosabertos.camara.leg.br/api/v2/proposicoes/618787	REQ	392	10442	2014	Requer urgência urgentíssima para a votação do Projeto de Lei que altera o art. 34 da Lei nº 9.656, de 	requer urgência urgentíssima para a votação do projeto de lei que altera o art. 34 da lei n 9.656, de 1	projeto de lei	TRUE	FALSE
945919	https://dadosabertos.camara.leg.br/api/v2/proposicoes/945919	REQ	392	262	2015	"Requer urgência para votação do Projeto de Resolução da Câmara dos Deputados  nº  151, de 2012 , que \ Altera o Regimento Interno da Câmara dos Deputados, aprovado pela Resolução nº 17, de 21 de setembro de 1989, para dispor sobre a organização da agenda, a Ordem do Dia e as sessõe"""""	"requer urgência para votação do projeto de resolução da câmara dos deputados n 151, de 2012 , que \ altera o regimento interno da câmara dos deputados, aprovado pela resolução n 17, de 21 de setembro de 1989, para dispor sobre a organização da agenda, a ordem do dia e as sessões """""	REQ	TRUE	TRUE
1029102	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1029102	REQ	392	998	2015	Requerimento de Urgência dos Srs Líder	requerimento de urgência dos srs líder	urgência dos líder	TRUE	FALSE
1105065	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1105065	REQ	392	1143	2015	Requer nos termos do Artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de nº 6459, de 	requer nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de n 6459, de 2	projeto de n 6459, de 2013.	TRUE	FALSE
1195582	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1195582	REQ	392	1235	2015	Requer nos termos do Artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de nº 7615, de 2014, que Modifica o §5 do art. 5º da Lei n° 10.861, de 14 de abril de 2004, que institui o Sistema Nacional de Avaliação de Educação Superi	requer nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de n 7615, de 2014, que modifica o §5 do art. 5 da lei n 10.861, de 14 de abril de 2004, que institui o sistema nacional de avaliação de educação superior 	projeto de n 7615, de 2014	TRUE	FALSE
1215571	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1215571	REQ	392	1537	2015	Requer urgência urgentíssima para a votação do Projeto de Resolução nº 22	requer urgência urgentíssima para a votação do projeto de resolução n 22,	REQ	TRUE	TRUE
1279630	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1279630	REQ	392	1905	2015	Requeremos, nos termos do art. 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação imediata do Projeto Decreto Legislativo nº 26/	requeremos, nos termos do art. 155 do regimento interno da câmara dos deputados, urgência para apreciação imediata do projeto decreto legislativo n 26/2	projeto decreto legislativo n 26/2015	TRUE	FALSE
1280017	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1280017	REQ	392	1921	2015	Requer nos termos do Artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de nº 4844, de 	requer nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de n 4844, de 2	projeto de n 4844, de 2012	TRUE	FALSE
1301189	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1301189	REQ	392	2020	2015	Requer urgência urgentíssima Na votação dos PDC nº 18 e apensos,  para que sejam sustados os efeitos do inteiro teor das Resoluções nº 11, de 18 de dezembro de 2014, e nº 12, de 16 de janeiro de 2015, do Conselho Nacional de Combate à Discriminação e Promoção dos Direitos de Lésbicas, Gays, Travestis e Transexuais - CNCD/LGBT, da Secretaria de Di	requer urgência urgentíssima na votação dos pdc n 18 e apensos, para que sejam sustados os efeitos do inteiro teor das resoluções n 11, de 18 de dezembro de 2014, e n 12, de 16 de janeiro de 2015, do conselho nacional de combate à discriminação e promoção dos direitos de lésbicas, gays, travestis e transexuais - cncd/lgbt, da secretaria de direi	pdc n 18	TRUE	FALSE
1805782	https://dadosabertos.camara.leg.br/api/v2/proposicoes/1805782	REQ	392	3148	2015	"\Dá nova redação ao art. 163 do Decreto-Lei nº 2.848, de 07 de dezembro de 1940, Código P""."""	"\dá nova redação ao art. 163 do decreto-lei n 2.848, de 07 de dezembro de 1940, código pe""."""	REQ	FALSE	FALSE
2023768	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2023768	REQ	392	3316	2015	Requer regime de urgência na apreciação do Projeto de Decreto Legislativo (PDC) 234, de 20	requer regime de urgência na apreciação do projeto de decreto legislativo (pdc) 234, de 20	projeto de decreto legislativo (pdc) 234, de 2015	TRUE	FALSE
2023953	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2023953	REQ	392	3322	2015	Requer regime de urgência na apreciação do Projeto de Decreto Legislativo (PDC) nº 242, de 2	requer regime de urgência na apreciação do projeto de decreto legislativo (pdc) n 242, de 20	projeto de decreto legislativo (pdc) n 242, de 2015	TRUE	FALSE
2028638	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2028638	REQ	392	3442	2015	"Acrescenta art. 19-A ao Decreto-Lei nº 986, de 21 de outubro de 1969, que \institui normas básicas sobre alimento"", para dispor sobre a rotulagem de alimentos que contenham lactose."""	"acrescenta art. 19-a ao decreto-lei n 986, de 21 de outubro de 1969, que \institui normas básicas sobre alimentos"", para dispor sobre a rotulagem de alimentos que contenham lactose."""	REQ	FALSE	FALSE
2077903	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2077903	REQ	392	4004	2016	Altera a Lei nº 12.846, de 1º de agosto de 2013, e a Lei nº 8.429, de 2 de junho de 1992, para permitir que o Ministério Público e a Advocacia Pública celebrem acordo de leniência, de forma isolada ou em conjunto, no âmbito da Lei nº 12.846, de 1º de agosto de 2013, e dá outras pr	altera a lei n 12.846, de 1 de agosto de 2013, e a lei n 8.429, de 2 de junho de 1992, para permitir que o ministério público e a advocacia pública celebrem acordo de leniência, de forma isolada ou em conjunto, no âmbito da lei n 12.846, de 1 de agosto de 2013, e dá outras provid�	REQ	FALSE	FALSE
2083735	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2083735	REQ	392	4435	2016	Requer regime de urgência para a apreciação do RECURSO nº 136, de 2016, contra decisãoda Presidência da Câmara que anulou autorização da Câmara dos Deputados para que o Senado aprecie a denúncia por crime de responsabilidade contra a Sra. Presidente da República Dilma Roussef, concedida nos termos do art. 51,	requer regime de urgência para a apreciação do recurso n 136, de 2016, contra decisãoda presidência da câmara que anulou autorização da câmara dos deputados para que o senado aprecie a denúncia por crime de responsabilidade contra a sra. presidente da república dilma roussef, concedida nos termos do art. 51, 	recurso n 136, de 2016	TRUE	FALSE
2087004	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2087004	REQ	392	4600	2016	Requeremos, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeoto de Lei nº 4918, de 2016, que dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, Do Distrito Federal e dos 	requeremos, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeoto de lei n 4918, de 2016, que dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da união, dos estados, do distrito federal e dos m	projeto de lei n 4918, de 2016	TRUE	FALSE
2093103	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2093103	REQ	392	4999	2016	Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para instituir a jornada em tempo integral no ensino médio, dispor sobre a organização dos currículos do ensino médio em áreas do conhecimento e dá outras pro	altera a lei n 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para instituir a jornada em tempo integral no ensino médio, dispor sobre a organização dos currículos do ensino médio em áreas do conhecimento e dá outras prov	REQ	FALSE	FALSE
2136644	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2136644	REQ	392	6429	2017	Requer, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto de Lei 6.7.37/2016, do Deputado Nelson Pellegr	requer, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto de lei 6.7.37/2016, do deputado nelson pellegr	projeto de lei 6.737/2016	TRUE	FALSE
2144035	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2144035	REQ	392	6833	2017	"Com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL. nº 7306/2017, que \Dispõe sobre o valor das tarifas dos serviços prestados pelos permissionários lotéricos, na função de correspondente bancário, e dá outras p""."""	"com base no art. 155 do regimento interno, requeremos regime de urgência para a apreciação do pl. n 7306/2017, que \dispõe sobre o valor das tarifas dos serviços prestados pelos permissionários lotéricos, na função de correspondente bancário, e dá outras pr""."""	pl. n 7306/2017	TRUE	FALSE
2146200	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2146200	REQ	392	6903	2017	Requer regime de urgência na apreciação do Projeto do  Lei nº  7885, de 2	requer regime de urgência na apreciação do projeto do lei n 7885, de 20	projeto de lei n 7885, de 2017	TRUE	FALSE
2165888	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2165888	REQ	392	7901	2017	Requeremos a V.Exª, nos termos do artigo 155 do Regimento Interno da Câmara dos Deputados, urgência para apreciação do Projeto Resolução nº 161, de 2016, que cria o Grupo Parlamentar Brasil-República 	requeremos a v.exª, nos termos do artigo 155 do regimento interno da câmara dos deputados, urgência para apreciação do projeto resolução n 161, de 2016, que cria o grupo parlamentar brasil-república g	projeto resolução n 161, de 20	TRUE	FALSE
2169303	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169303	REQ	392	8257	2018	Altera o artigo 282, do Decreto-lei no 2.848, de 7 de dezembro de 1940, para incluir o exercício ilegal da profissão de médico veterinário dentre as hipóteses de crime tipificadas no Código Penal em 	altera o artigo 282, do decreto-lei no 2.848, de 7 de dezembro de 1940, para incluir o exercício ilegal da profissão de médico veterinário dentre as hipóteses de crime tipificadas no código penal em 	REQ	FALSE	FALSE
2169933	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2169933	REQ	392	8315	2018	Requer urgência na apreciação do Projeto do Lei n° 9.713, de 2	requer urgência na apreciação do projeto do lei n 9.713, de 20	projeto do lei n 9.713, de 2018	TRUE	FALSE
2175231	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175231	REQ	392	8649	2018	"Requer urgência para a apreciação do Projeto de Decreto Legislativo -  PDC - 928/2018, que \susta os efeitos do contido no Item 09 da Ata da 364ª (trecentésima sexagésima quarta) Reunião Ordinária do Conselho de Administração da Companhia Brasileira de Trens Urbanos - CBTU -, que aprova o aumento tarifário do metrô em diversas capitais ""."""	"requer urgência para a apreciação do projeto de decreto legislativo - pdc - 928/2018, que \susta os efeitos do contido no item 09 da ata da 364ª (trecentésima sexagésima quarta) reunião ordinária do conselho de administração da companhia brasileira de trens urbanos - cbtu -, que aprova o aumento tarifário do metrô em diversas capitais ""."""	 decreto legislativo - pdc - 928/2018	TRUE	FALSE
2175597	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2175597	REQ	392	8676	2018	Requer, nos termos do art. 155, que seja incluído automaticamente na Ordem do Di	requer, nos termos do art. 155, que seja incluído automaticamente na ordem do di	REQ	FALSE	FALSE
2177955	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2177955	REQ	392	8782	2018	Dispõe sobre a política de preços de combustíveis automotivos em todo o território nac	dispõe sobre a política de preços de combustíveis automotivos em todo o território nac	REQ	FALSE	FALSE
2179850	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2179850	REQ	392	8941	2018	Altera a Lei nº 9.478, de 16 de agosto de 1997, e a Lei nº 9.718, de 27 de novembro de 1998, para dispor sobre a comercialização de etanol hidratado combust�	altera a lei n 9.478, de 16 de agosto de 1997, e a lei n 9.718, de 27 de novembro de 1998, para dispor sobre a comercialização de etanol hidratado combustív	REQ	FALSE	FALSE
2186861	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2186861	REQ	392	9266	2018	Requer urgência para o Projeto de Resolução (PRC) nº 331, de 2	requer urgência para o projeto de resolução (prc) n 331, de 20	REQ	TRUE	TRUE
2188738	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2188738	REQ	392	9321	2018	Com base no art. 155 do Regimento Interno, requeremos regime de urgência pata a apreciação do Projeto Resolução nº 350 de	com base no art. 155 do regimento interno, requeremos regime de urgência pata a apreciação do projeto resolução n 350 de 	projeto resolução n 350 de 20	TRUE	FALSE
2188751	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2188751	REQ	392	9325	2018	"Requer urgência, nos termos do art.- 155 do Regimento Interno da Câmara dos Deputados, para a apreciação do Projeto de Resolução n. de 2018, que \Dispõe sobre o Departamento de Polícia Legislativa da Câmara dos Deputados e dá outras prov"""""	"requer urgência, nos termos do art.- 155 do regimento interno da câmara dos deputados, para a apreciação do projeto de resolução n. de 2018, que \dispõe sobre o departamento de polícia legislativa da câmara dos deputados e dá outras prov"""""	REQ	TRUE	TRUE
2193544	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193544	REQ	392	701	2019	Requer, nos termos do art. 155, seja incluído automaticamente na Ordem do Dia o Projeto de Lei nº _1.321 de 201	requer, nos termos do art. 155, seja incluído automaticamente na ordem do dia o projeto de lei n _1.321 de 2019	REQ	FALSE	FALSE
2193546	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2193546	REQ	392	703	2019	Requer urgência para o Projeto de Lei (PL) n. 899, de 2019	requer urgência para o projeto de lei (pl) n. 899, de 2019	projeto de lei (pl) n. 899, de 2019	TRUE	FALSE
2195361	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195361	REQ	392	948	2019			REQ	FALSE	FALSE
2195508	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195508	REQ	392	964	2019	Altera o art. 22 da Lei n° 11.340, de 7 de agosto de 2006, com a finalidade de criar mecanismos para dar maior efetividade ao cumprimento de medidas protetivas de urgência que determinem o afastamento físico entre agressor e vítima nos casos de prática de violência doméstica e familiar contra a mulher e ordenar o fornecimento à ofendida de equipamento eletrônico, ou aplicativo para telefone móvel de localização e gravação, conectado com unidade policial, capaz de emitir alerta imediato de ameaça ou de viola�	altera o art. 22 da lei n 11.340, de 7 de agosto de 2006, com a finalidade de criar mecanismos para dar maior efetividade ao cumprimento de medidas protetivas de urgência que determinem o afastamento físico entre agressor e vítima nos casos de prática de violência doméstica e familiar contra a mulher e ordenar o fornecimento à ofendida de equipamento eletrônico, ou aplicativo para telefone móvel de localização e gravação, conectado com unidade policial, capaz de emitir alerta imediato de ameaça ou de violaç	REQ	FALSE	FALSE
2196508	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2196508	REQ	392	1061	2019	Requer urgência para o Projeto de Resolução (PRC) n° 50 de 2	requer urgência para o projeto de resolução (prc) n 50 de 20	REQ	TRUE	TRUE
2196509	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2196509	REQ	392	1062	2019	Requer urgência para o Projeto de Resolução (PRC) n° 51 de 2	requer urgência para o projeto de resolução (prc) n 51 de 20	REQ	TRUE	TRUE
2206094	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2206094	REQ	392	1644	2019	"Requer regime de urgência para apreciação do PDL n\ 219/20"""	"requer regime de urgência para apreciação do pdl n\ 219/20"""	pdl n 219/2019	TRUE	FALSE
2207609	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207609	REQ	392	1722	2019	Requer regime de urgência para a apreciação do Projeto de Lei nº Lei 3129/2	requer regime de urgência para a apreciação do projeto de lei n lei 3129/20	projeto de lei n 3129/2019	TRUE	FALSE
2208666	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2208666	REQ	392	1789	2019	Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei de Complementar 219/2016, que estabelece normas gerais acerca do Imposto sobre a Propriedade de Veículos Automotores (IPVA), previsto no art. 155, III, da Constitui	requer, nos termos do artigo 155 do regimento interno, tramitação sob o regime urgência do projeto de lei de complementar 219/2016, que estabelece normas gerais acerca do imposto sobre a propriedade de veículos automotores (ipva), previsto no art. 155, iii, da constitui	projeto de lei de complementar 219/2016	TRUE	FALSE
2213815	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2213815	REQ	392	2049	2019	Dispõe sobre a valorização e o empoderamento das pessoas com deficiência nas peças publicitárias de órgãos da Administração Pública direta 	dispõe sobre a valorização e o empoderamento das pessoas com deficiência nas peças publicitárias de órgãos da administração pública direta 	REQ	FALSE	FALSE
2217792	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217792	REQ	392	2286	2019	Requer urgência urgentíssima para poposiç	requer urgência urgentíssima para poposiç	REQ	TRUE	FALSE
2220542	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220542	REQ	392	2422	2019	Requer a urgência na tramitação e a imediata inclusão na Ordem do Dia, no Plenário da Câmara dos Depu	requer a urgência na tramitação e a imediata inclusão na ordem do dia, no plenário da câmara dos depu	proposicao sem mais	TRUE	FALSE
2223679	https://dadosabertos.camara.leg.br/api/v2/proposicoes/2223679	REQ	392	2578	2019	Requer urgência para apreciação imediata (Urgência urgentíss	requer urgência para apreciação imediata (urgência urgentíss	proposicao sem mais	TRUE	FALSE
